Measurement time:; 2020-12-10 10:36:03 AM
Radiation device:; Varian TrueBeam Accelerator
Energy:; 15 MeV 
Controller:; CCU
Measurement device:; SMARTSCAN (48*48*41)
Field detector:; EFD3G Diode
Reference detector:; CC 13
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Inline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
21.4; 0.0; 20.0; 101.86; 4202397.7; 95.32
20.9; 0.0; 20.0; 101.05; 4168864.3; 95.53
20.5; 0.0; 20.0; 100.24; 4135305.3; 95.45
19.9; 0.0; 20.0; 100.99; 4166493.8; 95.21
19.4; 0.0; 20.0; 101.66; 4194089.6; 95.05
18.9; 0.0; 20.0; 101.74; 4197484.9; 95.40
18.4; 0.0; 20.0; 99.66; 4111585.3; 95.27
17.9; 0.0; 20.0; 100.75; 4156364.5; 95.14
17.4; 0.0; 20.0; 101.57; 4190250.1; 95.43
16.9; 0.0; 20.0; 101.87; 4202627.2; 95.47
16.4; 0.0; 20.0; 101.30; 4178981.6; 95.32
15.9; 0.0; 20.0; 99.90; 4121542.3; 95.56
15.4; 0.0; 20.0; 101.52; 4188257.2; 95.56
14.9; 0.0; 20.0; 101.40; 4183348.5; 95.56
14.4; 0.0; 20.0; 101.74; 4197408.2; 95.34
13.9; 0.0; 20.0; 101.88; 4203254.6; 95.31
13.4; 0.0; 20.0; 100.05; 4127657.7; 95.57
12.9; 0.0; 20.0; 100.66; 4152573.6; 95.50
12.4; 0.0; 20.0; 101.49; 4187177.8; 95.18
11.9; 0.0; 20.0; 101.65; 4193676.3; 95.24
11.4; 0.0; 20.0; 101.50; 4187542.2; 95.49
10.9; 0.0; 20.0; 100.41; 4142464.5; 95.46
10.4; 0.0; 20.0; 100.51; 4146725.0; 95.18
9.9; 0.0; 20.0; 101.48; 4186416.3; 95.45
9.4; 0.0; 20.0; 101.64; 4193331.2; 95.40
8.9; 0.0; 20.0; 100.32; 4138711.7; 95.16
8.4; 0.0; 20.0; 100.91; 4163263.4; 95.25
7.9; 0.0; 20.0; 101.59; 4191298.5; 95.19
7.4; 0.0; 20.0; 101.67; 4194326.3; 95.37
6.8; 0.0; 20.0; 101.36; 4181551.4; 95.45
6.3; 0.0; 20.0; 100.39; 4141600.4; 95.25
5.8; 0.0; 20.0; 100.95; 4164909.1; 95.40
5.3; 0.0; 20.0; 101.81; 4200115.8; 95.34
4.8; 0.0; 20.0; 101.50; 4187427.9; 95.40
4.3; 0.0; 20.0; 101.00; 4166884.1; 95.42
3.8; 0.0; 20.0; 100.47; 4144912.7; 95.19
3.3; 0.0; 20.0; 101.09; 4170673.2; 95.44
2.8; 0.0; 20.0; 101.72; 4196589.5; 95.17
2.3; 0.0; 20.0; 100.69; 4154078.1; 95.30
1.8; 0.0; 20.0; 100.80; 4158719.9; 95.14
1.3; 0.0; 20.0; 100.79; 4158328.1; 95.35
0.8; 0.0; 20.0; 101.30; 4179370.7; 95.42
0.3; 0.0; 20.0; 102.09; 4211618.7; 95.27
-0.2; 0.0; 20.0; 100.91; 4163090.6; 95.36
-0.7; 0.0; 20.0; 100.63; 4151396.9; 95.26
-1.2; 0.0; 20.0; 101.00; 4166844.0; 95.27
-1.8; 0.0; 20.0; 101.63; 4192847.1; 95.19
-2.2; 0.0; 20.0; 101.81; 4200196.8; 95.37
-2.7; 0.0; 20.0; 100.10; 4129585.9; 95.28
-3.2; 0.0; 20.0; 101.00; 4166960.7; 95.19
-3.8; 0.0; 20.0; 101.54; 4188863.9; 95.42
